"c_d_dep","departamento","c_d_mun","municipio","grupo_de_cultivo","subgrupo_de_cultivo","cultivo","desagregaci_n_regional_y","a_o","periodo","rea_sembrada_ha","rea_cosechada_ha","producci_n_t","rendimiento_t_ha","estado_fisico_produccion","nombre_cientifico","ciclo_de_cultivo"
"76","VALLE DEL CAUCA","76113","BUGALAGRANDE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","253","249","1992","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76275","FLORIDA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","270","270","5400","20.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76497","OBANDO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","308","292","4416","15.12","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76863","VERSALLES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","329","309","1856","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76377","LA CUMBRE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","347","336","2184","6.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76041","ANSERMANUEVO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","439","317","4656","14.69","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76100","BOLIVAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","442","382","4966","13.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76834","TULUA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","473","463","3704","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76606","RESTREPO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","696","676","3818","5.65","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76054","ARGELIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","914","860","10320","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76233","DAGUA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1102","385","4375","11.36","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76020","ALCALA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1245","1245","11205","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76890","YOTOCO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1402","1381","10416","7.54","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76243","EL AGUILA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1591","1300","13000","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76122","CAICEDONIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","2805","2761","26055","9.44","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76828","TRUJILLO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","3515","3503","38533","11.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76616","RIOFRIO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","3553","3536","29788","8.42","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76246","EL CAIRO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","3863","3849","30792","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"76","VALLE DEL CAUCA","76736","SEVILLA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","4248","3600","43200","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73148","CARMEN DE APICALA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","5","4","30","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73200","COELLO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","20","20","60","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73030","AMBALEMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","50","40","280","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73349","HONDA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","60","60","1200","20.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73770","SUAREZ","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","80","60","600","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73268","ESPINAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","90","90","1980","22.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73236","DOLORES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","125","120","360","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73124","CAJAMARCA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","138","78","624","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73449","MELGAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","140","140","1400","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73443","MARIQUITA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","154","120","960","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73352","ICONONZO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","158","158","1580","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73055","ARMERO (GUAYABAL)","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","164","164","882","5.38","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73275","FLANDES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","171","165","1238","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73408","LERIDA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","175","175","1540","8.80","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73483","NATAGAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","178","153","1102","7.20","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73671","SALDAÑA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","180","110","1650","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73678","SAN LUIS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","200","200","1200","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73861","VENADILLO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","205","170","1530","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73563","PRADO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","215","200","1400","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73873","VILLARRICA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","239","214","1328","6.20","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73319","GUAMO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","260","250","3000","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73226","CUNDAY","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","330","330","2475","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73854","VALLE DE SAN JUAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","394","335","1674","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73026","ALVARADO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","405","385","1309","3.40","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73870","VILLAHERMOSA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","408","398","2786","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73520","PALOCABILDO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","490","390","2730","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73686","SANTA ISABEL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","500","420","7560","18.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73168","CHAPARRAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","505","430","3010","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73043","ANZOATEGUI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","561","541","3246","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73347","HERVEO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","577","573","6621","11.55","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73217","COYAIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","885","752","2257","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73067","ATACO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1008","1008","4032","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73504","ORTEGA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1190","1183","7098","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73001","IBAGUE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1413","1353","20295","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73411","LIBANO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1440","1360","10880","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73270","FALAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1470","1470","10290","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73585","PURIFICACION","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1520","1520","12160","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73624","ROVIRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1741","1383","8021","5.80","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73152","CASABIANCA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1878","1604","6818","4.25","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73283","FRESNO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","2730","2321","15083","6.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"73","TOLIMA","73555","PLANADAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","4129","3510","24567","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70215","COROZAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","2","2","6","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70670","SAMPUES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","8","8","24","3.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70233","EL ROBLE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","10","10","50","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70742","SINCE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","13","10","57","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70110","BUENAVISTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","19","9","43","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70001","SINCELEJO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","19","17","34","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70221","COVEÑAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","21","14","98","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70717","SAN PEDRO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","28","26","128","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70418","LOS PALMITOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","28","21","42","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70678","SAN BENITO ABAD","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","29","24","48","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70230","CHALAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","43","40","240","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70265","GUARANDA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","47","39","234","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70823","TOLUVIEJO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","58","55","1123","20.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70820","TOLU","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","60","52","208","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70708","SAN MARCOS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","69","65","455","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70523","PALMITO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","72","69","276","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70400","LA UNION","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","79","78","156","2.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70124","CAIMITO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","81","26","60","2.30","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70473","MORROA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","88","88","400","4.55","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70204","COLOSO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","105","105","308","2.93","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70771","SUCRE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","120","105","420","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70235","GALERAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","162","157","550","3.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70713","SAN ONOFRE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","295","295","1918","6.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"70","SUCRE","70508","OVEJAS","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","467","305","1983","6.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68327","GUEPSA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","3","2","16","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68298","GAMBITA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","5","4","32","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68013","AGUADA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","5","5","50","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68669","SAN ANDRES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","6","6","36","6.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68322","GUAPOTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","8","8","64","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68132","CALIFORNIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","8","8","52","6.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68344","HATO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","14","9","106","12.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68820","TONA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","20","14","98","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68121","CABRERA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","20","5","65","13.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68077","BARBOSA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","21","11","77","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68572","PUENTE NACIONAL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","22","18","216","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68250","EL PEÑON","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","23","21","27","1.30","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68895","ZAPATOCA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","29","18","126","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68211","CONTRATACION","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","35","25","100","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68686","SAN MIGUEL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","46","40","360","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68498","OCAMONTE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","50","50","1250","25.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68655","SABANA DE TORRES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","69","49","613","12.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68573","PUERTO PARRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","69","54","540","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68720","SANTA HELENA DEL OPON","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","70","50","1000","20.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68001","BUCARAMANGA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","74","70","1960","28.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68051","ARATOCA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","83","80","720","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68296","GALAN","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","84","64","448","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68679","SAN GIL","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","85","75","1125","15.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68547","PIEDECUESTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","85","80","720","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68167","CHARALA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","85","50","355","7.10","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68406","LEBRIJA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","86","76","608","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68245","EL GUACAMAYO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","87","48","480","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68368","JESUS MARIA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","88","60","600","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68745","SIMACOTA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","97","70","840","12.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68217","COROMORO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","120","100","400","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68101","BOLIVAR","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","130","100","1000","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68209","CONFINES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","140","130","1170","9.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68081","BARRANCABERMEJA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","152","85","634","7.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68773","SUCRE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","159","158","790","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68255","EL PLAYON","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","180","160","1280","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68549","PINCHOTE","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","187","151","2567","17.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68190","CIMITARRA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","205","205","878","4.28","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68524","PALMAS DEL SOCORRO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","250","220","1760","8.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68444","MATANZA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","311","260","2890","11.12","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68397","LA PAZ","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","320","200","2000","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68176","CHIMA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","455","435","2175","5.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68770","SUAITA","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","490","450","3150","7.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68615","RIONEGRO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","564","479","5513","11.50","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68229","CURITI","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","580","493","4930","10.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68575","PUERTO WILCHES","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","770","700","2800","4.00","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
"68","SANTANDER","68533","PARAMO","TUBERCULOS Y PLATANOS","PLATANO","PLATANO","PLATANO","2017","2017","1365","1205","21449","17.80","FRUTO FRESCO","MUSA X PARADISIACA","PERMANENTE"
